regimen_id,disease_key,product_id,drug_name,issue_type,no_antibiotic_rule_candidate,final_status,exact_evidence_missing,exact_next_action
FRM0028,tinea_pruritic_rash_adult,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0028,tinea_pruritic_rash_adult,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0028,tinea_pruritic_rash_adult,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0031,minor_skin_infection_topical_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0031,minor_skin_infection_topical_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0031,minor_skin_infection_topical_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0033,bacterial_sinusitis_adult,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0033,bacterial_sinusitis_adult,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0033,bacterial_sinusitis_adult,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0034,bacterial_pharyngitis_adult,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0034,bacterial_pharyngitis_adult,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0034,bacterial_pharyngitis_adult,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0058,tinea_corporis_localized_adult,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0058,tinea_corporis_localized_adult,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0058,tinea_corporis_localized_adult,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0059,impetigo_localized_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0059,impetigo_localized_adult,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0059,impetigo_localized_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0059,impetigo_localized_adult,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0059,impetigo_localized_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0059,impetigo_localized_adult,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0060,minor_wound_care_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0060,minor_wound_care_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0060,minor_wound_care_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0074,superficial_abrasion_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0074,superficial_abrasion_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0074,superficial_abrasion_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0075,minor_cut_wound_care_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0075,minor_cut_wound_care_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0075,minor_cut_wound_care_adult,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0092,bacterial_conjunctivitis_adult,BDS001437,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0092,bacterial_conjunctivitis_adult,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0092,bacterial_conjunctivitis_adult,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0092,bacterial_conjunctivitis_adult,BDS001437,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0092,bacterial_conjunctivitis_adult,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0092,bacterial_conjunctivitis_adult,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0092,bacterial_conjunctivitis_adult,BDS001437,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0092,bacterial_conjunctivitis_adult,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0092,bacterial_conjunctivitis_adult,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0093,bacterial_conjunctivitis_peds,BDS001437,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0093,bacterial_conjunctivitis_peds,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0093,bacterial_conjunctivitis_peds,BDS001437,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0093,bacterial_conjunctivitis_peds,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0093,bacterial_conjunctivitis_peds,BDS001437,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0093,bacterial_conjunctivitis_peds,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0094,bacterial_eyelid_infection_adult,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0094,bacterial_eyelid_infection_adult,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0094,bacterial_eyelid_infection_adult,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0094,bacterial_eyelid_infection_adult,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0094,bacterial_eyelid_infection_adult,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0094,bacterial_eyelid_infection_adult,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0095,bacterial_eyelid_infection_peds,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0095,bacterial_eyelid_infection_peds,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0095,bacterial_eyelid_infection_peds,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0095,bacterial_eyelid_infection_peds,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0095,bacterial_eyelid_infection_peds,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0095,bacterial_eyelid_infection_peds,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0096,bacterial_sinusitis_peds,BDS001047,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0096,bacterial_sinusitis_peds,BDS001047,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0096,bacterial_sinusitis_peds,BDS001047,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0097,bacterial_pharyngitis_peds,BDS001046,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
FRM0097,bacterial_pharyngitis_peds,BDS001046,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],,False,blocked_antibiotic_missing_criteria,bacterial criteria/no-antibiotic rule; drug choice; dose; frequency; duration; allergy alternative if used,map accepted RDU/AWaRe/disease guideline snippet to this row before RX NOW
