product_id,display_name,generic_key,form,route,concentration,dose_output_status,auto_dose_enabled,age_bw_rule,dose_basis,max_dose,source_ids,review_reasons,source_runtime_path,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap,next_action,source_ids,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap,next_action
BDS001296,Bisolvon EX Syrup ใหญ่ [Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.],bromhexine hcl + k guaiacolsulphonate,syrup,oral,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[32],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS001253,Bisolvon Pediatric Syrup [Bromhexine HCl 4 mg./5 ml.],bromhexine hcl,syrup,oral,"{""manual_review"": false, ""matched_text"": ""4 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.8}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[33],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS007033,Bocytin Syrup [Carbocysteine 250 mg./5 ml.],carbocysteine,syrup,oral,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[34],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS041506,Carboflex Syrup [Carbocysteine 250 mg./5 ml.],carbocysteine,syrup,oral,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[35],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS001920,Flemex Syrup [Carbocysteine 250 mg./5 ml.],carbocysteine,syrup,oral,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[36],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS002659,Mucoflux Syrup [Cyclidrol 80 mg./10 ml.],cyclidrol,syrup,oral,"{""manual_review"": false, ""matched_text"": ""80 mg./10 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 8.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[37],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS002654,Mucolid Syrup [Ambroxol HCl 30 mg./5 ml.],ambroxol hcl,syrup,oral,"{""manual_review"": false, ""matched_text"": ""30 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 6.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[38],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS003697,Solmax Forte Suspension [Carbocysteine 500 mg./5 ml.],carbocysteine,suspension,oral,"{""manual_review"": false, ""matched_text"": ""500 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[39],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS003782,Solmax Kids Suspension [Carbocysteine 200 mg./5 ml.],carbocysteine,suspension,oral,"{""manual_review"": false, ""matched_text"": ""200 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 40.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[40],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS001231,Benda Syrup กลิ่นผลไม้รวม [Mebendazole 100 mg./5 ml.],mebendazole,syrup,oral,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[41],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS049775,Zenzera-200 Suspension [Albendazole 200 mg./5 ml.],albendazole,suspension,oral,"{""manual_review"": false, ""matched_text"": ""200 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 40.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[42],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS001458,Asthmasian Expectorant Syrup [Terbutaline sulfate 1.5 mg.+Glyceryl guaiacolate 100 mg.],terbutaline sulfate + glyceryl guaiacolate,syrup,oral,"{""manual_review"": true, ""matched_text"": ""1.5 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1.5}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose; concentration_missing_or_requires_review,data/pediatric/peds_product_dose_output.json:items[43],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS003645,Salbulin Syrup [Salbutamol 2.4 mg./5 ml.],salbutamol,syrup,oral,"{""manual_review"": false, ""matched_text"": ""2.4 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.48}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[44],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS003589,Salmol Syrup [Salbutamol 2 mg./5 ml.],salbutamol,syrup,oral,"{""manual_review"": false, ""matched_text"": ""2 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.4}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[45],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS001071,Avamigran [Ergotamine tartrate 1 mg.+Caffeine 100 mg.],ergotamine tartrate + caffeine,powder,oral,"{""manual_review"": true, ""matched_text"": ""1 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose; concentration_missing_or_requires_review,data/pediatric/peds_product_dose_output.json:items[46],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS008034,Berclomine Syrup [Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.],dicyclomine + simethicone,syrup,oral,"{""manual_review"": false, ""matched_text"": ""50 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 10.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[47],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS040608,Belcid Forte Suspension [Aluminium Hydroxide Gel (eq. to Aluminium Hydroxide 306 mg.+Magnesium Hydroxide 110 mg.+ Simethicone 30 mg./5 ml.],aluminium hydroxide gel eq. to aluminium hydroxide + magnesium hydroxide + simethicone,suspension,oral,"{""manual_review"": false, ""matched_text"": ""30 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 6.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[48],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS043613,Gaviscon Advance sachet 10 ml [Sodium alginate Ph Eur 1000 mg.+Potassium bicarbonate 200 mg.+Calcium carbonate+Carbomer+Methyl (E218)+Propyl (E216)+อื่นๆ],sodium alginate ph eur + potassium bicarbonate + calcium carbonate + carbomer,powder,oral,"{""manual_review"": true, ""matched_text"": ""1000 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1000.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose; concentration_missing_or_requires_review,data/pediatric/peds_product_dose_output.json:items[49],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS002033,Gaviscon Dual Action sachet 10 ml [Sodium alginate 500 mg.+Sodium bicarbonate 213 mg.+Calcium carbonate 325 mg.],sodium alginate + sodium bicarbonate + calcium carbonate,powder,oral,"{""manual_review"": true, ""matched_text"": ""500 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 500.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose; concentration_missing_or_requires_review,data/pediatric/peds_product_dose_output.json:items[50],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS002014,Gaviscon Suspension bottle 150 ml [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg./10 ml.],sodium alginate + sodium bicarbonate,suspension,oral,"{""manual_review"": false, ""matched_text"": ""267 mg./10 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 26.7}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[51],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS002013,Gaviscon Suspension sachet 10 ml [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg.+Calcium carbonate 160 mg./10 ml.],sodium alginate + sodium bicarbonate + calcium carbonate,suspension,oral,"{""manual_review"": false, ""matched_text"": ""160 mg./10 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 16.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[52],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS043606,Gaviscon Suspension กล่อง 4 ซอง [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg.+Calcium carbonate 160 mg./10 ml.],sodium alginate + sodium bicarbonate + calcium carbonate,suspension,oral,"{""manual_review"": false, ""matched_text"": ""160 mg./10 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 16.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[53],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS003918,Ulcefate Suspension bottle 240 ml [Sucralfate 1 g./5 ml.],sucralfate,suspension,oral,"{""manual_review"": false, ""matched_text"": ""1 g./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 200.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[54],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS003917,Ulcefate Suspension bottle 60 ml [Sucralfate 1 g./5 ml.],sucralfate,suspension,oral,"{""manual_review"": false, ""matched_text"": ""1 g./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 200.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[55],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS003915,Ulcefate Suspension sachet 5 ml [Sucralfate 1 g.],sucralfate,suspension,oral,"{""manual_review"": true, ""matched_text"": ""1 g"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1000.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose; concentration_missing_or_requires_review,data/pediatric/peds_product_dose_output.json:items[56],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS001013,Air-X Drops [Simethicone 40 mg./0.6 ml.],simethicone,drops,oral,"{""manual_review"": false, ""matched_text"": ""40 mg./0.6 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 66.666667}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[57],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS002637,Motilium Oral Suspension [Domperidone 1 mg./1 ml.],domperidone,suspension,oral,"{""manual_review"": false, ""matched_text"": ""1 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[58],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS046503,Patilum Oral Suspension [Domperidone 1 mg./1 ml.],domperidone,suspension,oral,"{""manual_review"": false, ""matched_text"": ""1 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[59],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS001665,Duran Suspension [Ibuprofen 100 mg./5 ml.],ibuprofen,suspension,oral,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[60],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS007151,Ibukids Suspension [Ibuprofen 100 mg./5 ml.],ibuprofen,suspension,oral,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[61],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS002845,Nurofen Suspension [Ibuprofen 100 mg./5 ml.],ibuprofen,suspension,oral,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[62],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS007031,Bromhexine Syrup [Bromhexine HCl 4 mg./5 ml.],bromhexine hcl,syrup,oral,"{""manual_review"": false, ""matched_text"": ""4 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.8}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[63],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
BDS008325,Oscin Syrup [Hyoscine-N-butylbromide 5 mg./5 ml.],hyoscine n butylbromide,syrup,oral,"{""manual_review"": false, ""matched_text"": ""5 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",manual_review,False,,,,,missing_verified_pediatric_dose_source; missing_age_bw_rule; missing_max_dose,data/pediatric/peds_product_dose_output.json:items[64],,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,accepted source-backed evidence not available,true,add accepted source citation with snippet
