disease_key,claim_type,source_id,source_title,source_url,proof_status,evidence_snippet,next_action
allergic_rhinitis_congestion_adult,drug_class_indication,aao_hns_allergic_rhinitis_2015,Clinical Practice Guideline: Allergic Rhinitis,https://www.entnet.org/quality-practice/quality-products/clinical-practice-guidelines/allergic-rhinitis/,source_backed_allergic_rhinitis_line_of_treatment,Clinicians should recommend intranasal steroids for allergic rhinitis symptoms that affect quality of life.,product-specific intranasal steroid or antihistamine dose/safety evidence is still required before new rows unlock
uri_sneezing_runny_nose_adult,disease_strategy,aao_hns_allergic_rhinitis_2015,Clinical Practice Guideline: Allergic Rhinitis,https://www.entnet.org/quality-practice/quality-products/clinical-practice-guidelines/allergic-rhinitis/,source_backed_allergic_rhinitis_line_of_treatment,Clinicians should recommend intranasal steroids for allergic rhinitis symptoms that affect quality of life.,product-specific intranasal steroid or antihistamine dose/safety evidence is still required before new rows unlock
uri_sneezing_runny_nose_adult,line_of_treatment,aao_hns_allergic_rhinitis_2015,Clinical Practice Guideline: Allergic Rhinitis,https://www.entnet.org/quality-practice/quality-products/clinical-practice-guidelines/allergic-rhinitis/,source_backed_allergic_rhinitis_line_of_treatment,Clinicians should recommend intranasal steroids for allergic rhinitis symptoms that affect quality of life.,product-specific intranasal steroid or antihistamine dose/safety evidence is still required before new rows unlock
uri_sneezing_runny_nose_adult,drug_class_indication,aao_hns_allergic_rhinitis_2015,Clinical Practice Guideline: Allergic Rhinitis,https://www.entnet.org/quality-practice/quality-products/clinical-practice-guidelines/allergic-rhinitis/,source_backed_allergic_rhinitis_line_of_treatment,Clinicians should recommend intranasal steroids for allergic rhinitis symptoms that affect quality of life.,product-specific intranasal steroid or antihistamine dose/safety evidence is still required before new rows unlock
allergic_conjunctivitis_adult,disease_strategy,aao_hns_allergic_rhinitis_2015,Clinical Practice Guideline: Allergic Rhinitis,https://www.entnet.org/quality-practice/quality-products/clinical-practice-guidelines/allergic-rhinitis/,source_backed_allergic_eye_support_context,Allergic rhinitis diagnosis may include red and watery eyes with nasal symptoms.,ocular product-specific dose/safety source still required before eye-drop rows unlock
allergic_conjunctivitis_adult,line_of_treatment,aao_hns_allergic_rhinitis_2015,Clinical Practice Guideline: Allergic Rhinitis,https://www.entnet.org/quality-practice/quality-products/clinical-practice-guidelines/allergic-rhinitis/,source_backed_allergic_eye_support_context,Allergic rhinitis diagnosis may include red and watery eyes with nasal symptoms.,ocular product-specific dose/safety source still required before eye-drop rows unlock
watery_red_eye_nonpurulent_adult,disease_strategy,aao_hns_allergic_rhinitis_2015,Clinical Practice Guideline: Allergic Rhinitis,https://www.entnet.org/quality-practice/quality-products/clinical-practice-guidelines/allergic-rhinitis/,source_backed_allergic_eye_support_context,Allergic rhinitis diagnosis may include red and watery eyes with nasal symptoms.,ocular product-specific dose/safety source still required before eye-drop rows unlock
watery_red_eye_nonpurulent_adult,line_of_treatment,aao_hns_allergic_rhinitis_2015,Clinical Practice Guideline: Allergic Rhinitis,https://www.entnet.org/quality-practice/quality-products/clinical-practice-guidelines/allergic-rhinitis/,source_backed_allergic_eye_support_context,Allergic rhinitis diagnosis may include red and watery eyes with nasal symptoms.,ocular product-specific dose/safety source still required before eye-drop rows unlock
acute_watery_diarrhea_adult,disease_strategy,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
acute_watery_diarrhea_adult,line_of_treatment,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
acute_watery_diarrhea_adult,no_antibiotic_criteria,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
gastroenteritis_mild_adult,disease_strategy,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
gastroenteritis_mild_adult,line_of_treatment,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
gastroenteritis_mild_adult,no_antibiotic_criteria,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
traveler_diarrhea_support_adult,disease_strategy,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
traveler_diarrhea_support_adult,line_of_treatment,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
traveler_diarrhea_support_adult,no_antibiotic_criteria,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
uri_diarrhea_adult,disease_strategy,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
uri_diarrhea_adult,line_of_treatment,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
uri_diarrhea_adult,no_antibiotic_criteria,msf_acute_diarrhoea_2026,Acute diarrhoea,https://medicalguidelines.msf.org/en/viewport/CG/english/acute-diarrhoea-16689593.html,source_backed_diarrhea_ors_no_routine_antibiotic,Prevent or treat dehydration; do not systematically administer antimicrobials because only certain diarrhoeas require antibiotics.,ORS/product evidence can support supportive care; antibiotics require dysentery/cholera/traveler criteria plus exact drug dose
acute_watery_diarrhea_adult,pediatric_dose,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
acute_watery_diarrhea_adult,pediatric_weight_rule,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
acute_watery_diarrhea_adult,line_of_treatment,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
acute_gastroenteritis_peds_mild,pediatric_dose,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
acute_gastroenteritis_peds_mild,pediatric_weight_rule,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
acute_gastroenteritis_peds_mild,line_of_treatment,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
pediatric_dehydration_support,pediatric_dose,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
pediatric_dehydration_support,pediatric_weight_rule,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
pediatric_dehydration_support,line_of_treatment,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
diarrhea_peds_support,pediatric_dose,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
diarrhea_peds_support,pediatric_weight_rule,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
diarrhea_peds_support,line_of_treatment,msf_some_dehydration_2026,Some dehydration,https://medicalguidelines.msf.org/en/viewport/CHOL/english/5-4-some-dehydration-32409711.html,source_backed_ors_weight_formula,ORS volume for some dehydration is 75 ml/kg over 4 hours.,product sachet/dilution and exact formulation still required before product-specific pediatric ORS row unlocks
acute_gastroenteritis_peds_mild,pediatric_safety,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
acute_gastroenteritis_peds_mild,red_flags,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
acute_gastroenteritis_peds_mild,line_of_treatment,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
diarrhea_peds_support,pediatric_safety,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
diarrhea_peds_support,red_flags,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
diarrhea_peds_support,line_of_treatment,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
dry_eye_peds_support,pediatric_safety,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
dry_eye_peds_support,red_flags,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
dry_eye_peds_support,line_of_treatment,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
uri_wet_cough_peds,pediatric_safety,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
uri_wet_cough_peds,red_flags,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
uri_wet_cough_peds,line_of_treatment,cdc_pediatric_gastroenteritis_2003,Managing Acute Gastroenteritis Among Children,https://www.cdc.gov/mmwr/preview/mmwrhtml/rr5216a1.htm,source_backed_pediatric_gastroenteritis_safety,"Oral rehydration, maintenance, and nutrition are recommended; severe dehydration is a medical emergency.",pediatric product dose/concentration sources are still required before formula-ready product rows unlock
tinea_corporis_localized_adult,disease_strategy,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_corporis_localized_adult,line_of_treatment,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_corporis_localized_adult,red_flags,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_pruritic_rash_adult,disease_strategy,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_pruritic_rash_adult,line_of_treatment,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_pruritic_rash_adult,red_flags,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_pedis_adult,disease_strategy,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_pedis_adult,line_of_treatment,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_pedis_adult,red_flags,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_cruris_adult,disease_strategy,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_cruris_adult,line_of_treatment,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_cruris_adult,red_flags,cdc_ringworm_hcp_2024,Clinical Overview of Ringworm,https://www.cdc.gov/ringworm/hcp/clinical-overview/index.html,source_backed_tinea_diagnostic_caution,Healthcare providers are recommended to test suspected fungal skin or nail infections to determine best treatment.,topical antifungal product dose/duration source is required before additional tinea rows unlock
tinea_corporis_localized_adult,drug_class_indication,fda_otc_topical_antifungal_monograph_2021,Topical Antifungal Drug Products for OTC Human Use,https://www.accessdata.fda.gov/drugsatfda_docs/omuf/monographs/OTC%20Monograph_M005-Topical%20Antifungal%20drug%20products%20for%20OTC%20Human%20Use%2012.16.2021.pdf,source_backed_topical_antifungal_class_indication,"OTC topical antifungal products may identify treatment of athlete's foot, jock itch, and ringworm.","exact product active ingredient, concentration, duration, and safety source still required before product-specific unlock"
tinea_corporis_localized_adult,line_of_treatment,fda_otc_topical_antifungal_monograph_2021,Topical Antifungal Drug Products for OTC Human Use,https://www.accessdata.fda.gov/drugsatfda_docs/omuf/monographs/OTC%20Monograph_M005-Topical%20Antifungal%20drug%20products%20for%20OTC%20Human%20Use%2012.16.2021.pdf,source_backed_topical_antifungal_class_indication,"OTC topical antifungal products may identify treatment of athlete's foot, jock itch, and ringworm.","exact product active ingredient, concentration, duration, and safety source still required before product-specific unlock"
tinea_cruris_adult,drug_class_indication,fda_otc_topical_antifungal_monograph_2021,Topical Antifungal Drug Products for OTC Human Use,https://www.accessdata.fda.gov/drugsatfda_docs/omuf/monographs/OTC%20Monograph_M005-Topical%20Antifungal%20drug%20products%20for%20OTC%20Human%20Use%2012.16.2021.pdf,source_backed_topical_antifungal_class_indication,"OTC topical antifungal products may identify treatment of athlete's foot, jock itch, and ringworm.","exact product active ingredient, concentration, duration, and safety source still required before product-specific unlock"
tinea_cruris_adult,line_of_treatment,fda_otc_topical_antifungal_monograph_2021,Topical Antifungal Drug Products for OTC Human Use,https://www.accessdata.fda.gov/drugsatfda_docs/omuf/monographs/OTC%20Monograph_M005-Topical%20Antifungal%20drug%20products%20for%20OTC%20Human%20Use%2012.16.2021.pdf,source_backed_topical_antifungal_class_indication,"OTC topical antifungal products may identify treatment of athlete's foot, jock itch, and ringworm.","exact product active ingredient, concentration, duration, and safety source still required before product-specific unlock"
tinea_pedis_adult,drug_class_indication,fda_otc_topical_antifungal_monograph_2021,Topical Antifungal Drug Products for OTC Human Use,https://www.accessdata.fda.gov/drugsatfda_docs/omuf/monographs/OTC%20Monograph_M005-Topical%20Antifungal%20drug%20products%20for%20OTC%20Human%20Use%2012.16.2021.pdf,source_backed_topical_antifungal_class_indication,"OTC topical antifungal products may identify treatment of athlete's foot, jock itch, and ringworm.","exact product active ingredient, concentration, duration, and safety source still required before product-specific unlock"
tinea_pedis_adult,line_of_treatment,fda_otc_topical_antifungal_monograph_2021,Topical Antifungal Drug Products for OTC Human Use,https://www.accessdata.fda.gov/drugsatfda_docs/omuf/monographs/OTC%20Monograph_M005-Topical%20Antifungal%20drug%20products%20for%20OTC%20Human%20Use%2012.16.2021.pdf,source_backed_topical_antifungal_class_indication,"OTC topical antifungal products may identify treatment of athlete's foot, jock itch, and ringworm.","exact product active ingredient, concentration, duration, and safety source still required before product-specific unlock"
