age_max_months,age_min_months,calculation_formula,contraindicated_age,disease_key,dose_basis,dose_max_mg_per_kg,dose_min_mg_per_kg,duration,final_pediatric_status,fixed_dose,frequency,generic_name,max_mg_per_day,max_mg_per_dose,pediatric_formula_ready,pediatric_rule_id,product_concentration,product_id,rounding_rule,source_ids,volume_formula,weight_max_kg,weight_min_kg,missing_fields
,,,,,,,,,source_missing_hide_from_rx,,,montelukast sodium,,,False,peds_d803fdaf5229,"{""manual_review"": true, ""matched_text"": ""5.2 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 5.2}",BDS047722,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,azithromycin,,,False,peds_9913f7be60e9,"{""manual_review"": false, ""matched_text"": ""200 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 40.0}",BDS001084,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,cefixime,,,False,peds_4b6a81ce1db6,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",BDS001441,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,cephalexin,,,False,peds_d1ebaf0fab79,"{""manual_review"": false, ""matched_text"": ""125 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 25.0}",BDS002206,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,amoxicillin,,,False,peds_8db2036e871b,"{""manual_review"": false, ""matched_text"": ""125 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 25.0}",BDS007586,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,azithromycin,,,False,peds_85d6c5d7d2ed,"{""manual_review"": false, ""matched_text"": ""200 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 40.0}",BDS046209,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,amoxicillin,,,False,peds_dd8b4f673560,"{""manual_review"": false, ""matched_text"": ""125 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 25.0}",BDS003549,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,amoxicillin,,,False,peds_0805eccb9a04,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",BDS003550,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,cloxacillin,,,False,peds_85a16656f48d,"{""manual_review"": false, ""matched_text"": ""125 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 25.0}",BDS007682,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_c8cdf0de7f47,"{""manual_review"": false, ""matched_text"": ""120 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 24.0}",BDS008609,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_8a971b1146a3,"{""manual_review"": false, ""matched_text"": ""60 mg./0.6 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",BDS002407,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_a040c1916e30,"{""manual_review"": false, ""matched_text"": ""150 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 30.0}",BDS007583,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_9c12985cb4b9,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",BDS002861,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_e7171ae41cdb,"{""manual_review"": false, ""matched_text"": ""120 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 24.0}",BDS002847,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_2f281914b283,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",BDS008137,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_21d415a32cba,"{""manual_review"": false, ""matched_text"": ""60 mg./0.6 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",BDS003597,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_a3055d9441bd,"{""manual_review"": false, ""matched_text"": ""80 mg./0.8 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",BDS003711,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_95529bf8cd8f,"{""manual_review"": false, ""matched_text"": ""80 mg./0.8 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",BDS003737,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,paracetamol,,,False,peds_26d59d594416,"{""manual_review"": false, ""matched_text"": ""160 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 32.0}",BDS003763,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,desloratadine,,,False,peds_40fb0c454e8d,"{""manual_review"": false, ""matched_text"": ""0.5 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.5}",BDS001015,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,brompheniramine maleate + phenylephrine hcl,,,False,peds_240d5843e700,"{""manual_review"": false, ""matched_text"": ""2.5 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 2.5}",BDS007003,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,brompheniramine maleate + phenylephrine hcl,,,False,peds_9b9041154392,"{""manual_review"": false, ""matched_text"": ""10 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 2.0}",BDS008047,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,chlorpheniramine maleate,,,False,peds_c4338ce0922e,"{""manual_review"": false, ""matched_text"": ""2 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.4}",BDS008033,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,cetirizine 2hcl,,,False,peds_d7c608a199b5,"{""manual_review"": false, ""matched_text"": ""5 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",BDS007038,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,desloratadine,,,False,peds_54c3ef3c91b5,"{""manual_review"": false, ""matched_text"": ""0.5 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.5}",BDS044519,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,chlorpheniramine maleate,,,False,peds_8584158d9257,"{""manual_review"": false, ""matched_text"": ""2 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.4}",BDS007271,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,hydroxyzine hcl,,,False,peds_8730d72684c7,"{""manual_review"": false, ""matched_text"": ""10 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 2.0}",BDS008301,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,cetirizine 2hcl,,,False,peds_8ba547fcaca0,"{""manual_review"": false, ""matched_text"": ""5 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",BDS008086,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,cetirizine 2hci,,,False,peds_30f21e76e483,"{""manual_review"": false, ""matched_text"": ""1 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",BDS004212,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,butamirate citrate,,,False,peds_7552612ed907,"{""manual_review"": false, ""matched_text"": ""4 mg/5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.8}",BDS006036,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,levodropropizine,,,False,peds_eba660e2501c,"{""manual_review"": false, ""matched_text"": ""30 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 6.0}",BDS002290,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,bromhexine hcl + k guaiacolsulphonate,,,False,peds_90bbd99a40ae,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",BDS001257,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,bromhexine hcl + k guaiacolsulphonate,,,False,peds_5dfd75350a5c,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",BDS001296,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,bromhexine hcl,,,False,peds_b0dc0cb40a0f,"{""manual_review"": false, ""matched_text"": ""4 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.8}",BDS001253,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,carbocysteine,,,False,peds_c04ac9b032cd,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",BDS007033,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,carbocysteine,,,False,peds_d30022646276,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",BDS041506,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,carbocysteine,,,False,peds_2fa2790ece68,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",BDS001920,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,cyclidrol,,,False,peds_150382193ca3,"{""manual_review"": false, ""matched_text"": ""80 mg./10 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 8.0}",BDS002659,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,ambroxol hcl,,,False,peds_05da69920002,"{""manual_review"": false, ""matched_text"": ""30 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 6.0}",BDS002654,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,carbocysteine,,,False,peds_38f5c41250da,"{""manual_review"": false, ""matched_text"": ""500 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",BDS003697,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,carbocysteine,,,False,peds_ddf609584b81,"{""manual_review"": false, ""matched_text"": ""200 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 40.0}",BDS003782,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,mebendazole,,,False,peds_b96858fdfe12,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",BDS001231,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,albendazole,,,False,peds_cce9662e72fb,"{""manual_review"": false, ""matched_text"": ""200 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 40.0}",BDS049775,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,terbutaline sulfate + glyceryl guaiacolate,,,False,peds_6dbe55d7e6b6,"{""manual_review"": true, ""matched_text"": ""1.5 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1.5}",BDS001458,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,salbutamol,,,False,peds_5fc7831f353e,"{""manual_review"": false, ""matched_text"": ""2.4 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.48}",BDS003645,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,salbutamol,,,False,peds_2e2d87c0047e,"{""manual_review"": false, ""matched_text"": ""2 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.4}",BDS003589,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,ergotamine tartrate + caffeine,,,False,peds_f30939fd5cd4,"{""manual_review"": true, ""matched_text"": ""1 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1.0}",BDS001071,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,dicyclomine + simethicone,,,False,peds_90d9b412c33d,"{""manual_review"": false, ""matched_text"": ""50 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 10.0}",BDS008034,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
,,,,,,,,,source_missing_hide_from_rx,,,aluminium hydroxide gel eq. to aluminium hydroxide + magnesium hydroxide + simethicone,,,False,peds_38916c2c9fe3,"{""manual_review"": false, ""matched_text"": ""30 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 6.0}",BDS040608,,,,,,source; age/BW; dose formula; max dose; concentration/rounding as applicable
